base_module,symbol,entry_date,relation,off_entries,top20_entries,off_closed_pnl,top20_closed_pnl,delta_closed_pnl,off_open_lots,top20_open_lots,off_open_unrealized_est,top20_open_unrealized_est,delta_open_unrealized_est,off_avg_rank,top20_avg_rank,top20_avg_mfe_pct,top20_avg_mae_pct
strategies.realized_target_04_fast_take,NVDA,2025-10-10,removed_by_top20,1,0,351.17,0.00,-351.17,0,0,0.00,0.00,0.00,3.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-10-15,added_by_top20,0,1,0.00,262.11,262.11,0,0,0.00,0.00,0.00,,3.000,0.073,-0.028
strategies.realized_target_04_fast_take,NVDA,2025-10-28,added_by_top20,0,1,0.00,246.57,246.57,0,0,0.00,0.00,0.00,,3.000,0.091,-0.010
strategies.realized_target_04_fast_take,NVDA,2025-10-30,shared,1,1,0.00,0.00,0.00,1,1,-687.24,-518.45,168.80,3.000,3.000,,
strategies.realized_target_04_fast_take,ORCL,2025-01-03,shared,1,1,329.07,329.07,0.00,0,0,0.00,0.00,0.00,44.000,44.000,0.152,-0.085
strategies.realized_target_04_fast_take,ORCL,2025-02-19,shared,1,1,294.23,294.23,0.00,0,0,0.00,0.00,0.00,28.000,28.000,0.077,-0.337
strategies.realized_target_04_fast_take,ORCL,2025-06-16,shared,1,1,198.21,198.21,0.00,0,0,0.00,0.00,0.00,34.000,34.000,0.072,-0.048
strategies.realized_target_04_fast_take,ORCL,2025-07-01,shared,1,1,160.73,160.73,0.00,0,0,0.00,0.00,0.00,20.000,20.000,0.050,-0.020
strategies.realized_target_04_fast_take,ORCL,2025-07-03,shared,1,1,177.59,177.59,0.00,0,0,0.00,0.00,0.00,20.000,20.000,0.048,-0.034
strategies.realized_target_04_fast_take,ORCL,2025-07-17,shared,1,1,189.22,178.09,-11.13,0,0,0.00,0.00,0.00,23.000,23.000,0.053,-0.076
strategies.realized_target_04_fast_take,ORCL,2025-07-31,shared,1,1,954.08,954.08,0.00,0,0,0.00,0.00,0.00,27.000,27.000,0.358,-0.134
strategies.realized_target_04_fast_take,ORCL,2025-09-16,shared,1,1,191.02,191.02,0.00,0,0,0.00,0.00,0.00,13.000,13.000,0.047,-0.045
strategies.realized_target_04_fast_take,ORCL,2025-09-26,shared,1,1,149.76,167.45,17.69,0,0,0.00,0.00,0.00,5.000,5.000,0.044,-0.076
strategies.realized_target_04_fast_take,ORCL,2025-10-10,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-486.97,-486.97,,9.000,,
strategies.realized_target_04_fast_take,ORCL,2025-10-14,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-650.63,0.00,650.63,10.000,,,
strategies.realized_target_04_fast_take,PG,2025-01-03,shared,1,1,159.01,147.62,-11.39,0,0,0.00,0.00,0.00,106.000,106.000,0.047,-0.051
strategies.realized_target_04_fast_take,PG,2025-02-25,removed_by_top20,1,0,151.44,0.00,-151.44,0,0,0.00,0.00,0.00,108.000,,,
strategies.realized_target_04_fast_take,PG,2025-02-26,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-457.35,-457.35,,106.000,,
strategies.realized_target_04_fast_take,PG,2025-03-04,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-571.12,0.00,571.12,100.000,,,
strategies.realized_target_04_fast_take,TSLA,2025-01-03,shared,1,1,254.30,254.30,0.00,0,0,0.00,0.00,0.00,0.000,0.000,0.067,-0.010
strategies.realized_target_04_fast_take,TSLA,2025-01-06,shared,1,1,-651.18,-799.20,-148.02,0,0,0.00,0.00,0.00,0.000,0.000,0.061,-0.483
strategies.realized_target_04_fast_take,TSLA,2025-05-14,shared,1,1,68.79,158.23,89.44,0,0,0.00,0.00,0.00,1.000,1.000,0.047,-0.013
strategies.realized_target_04_fast_take,TSLA,2025-05-20,added_by_top20,0,1,0.00,151.99,151.99,0,0,0.00,0.00,0.00,,1.000,0.041,-0.042
strategies.realized_target_04_fast_take,TSLA,2025-05-21,removed_by_top20,1,0,214.79,0.00,-214.79,0,0,0.00,0.00,0.00,0.000,,,
strategies.realized_target_04_fast_take,TSLA,2025-05-28,shared,1,1,612.27,151.01,-461.26,0,0,0.00,0.00,0.00,1.000,1.000,0.044,-0.244
strategies.realized_target_04_fast_take,TSLA,2025-09-16,shared,1,1,258.35,163.52,-94.83,0,0,0.00,0.00,0.00,2.000,2.000,0.043,-0.010
strategies.realized_target_04_fast_take,TSLA,2025-09-18,added_by_top20,0,1,0.00,183.85,183.85,0,0,0.00,0.00,0.00,,1.000,0.048,-0.048
strategies.realized_target_04_fast_take,TSLA,2025-09-23,removed_by_top20,1,0,170.91,0.00,-170.91,0,0,0.00,0.00,0.00,1.000,,,
strategies.realized_target_04_fast_take,TSLA,2025-09-29,added_by_top20,0,1,0.00,169.91,169.91,0,0,0.00,0.00,0.00,,1.000,0.054,-0.031
strategies.realized_target_04_fast_take,TSLA,2025-10-02,shared,1,1,194.58,170.95,-23.63,0,0,0.00,0.00,0.00,1.000,1.000,0.043,-0.179
strategies.realized_target_04_fast_take,TSLA,2025-12-17,shared,1,1,0.00,0.00,0.00,1,1,-603.66,-512.32,91.34,3.000,3.000,,
strategies.realized_target_04_fast_take,UNH,2025-01-03,removed_by_top20,1,0,312.89,0.00,-312.89,0,0,0.00,0.00,0.00,15.000,,,
strategies.realized_target_04_fast_take,UNH,2025-01-06,added_by_top20,0,1,0.00,287.37,287.37,0,0,0.00,0.00,0.00,,15.000,0.082,-0.018
strategies.realized_target_04_fast_take,UNH,2025-02-03,shared,1,1,118.69,118.69,0.00,0,0,0.00,0.00,0.00,32.000,32.000,0.062,-0.204
strategies.realized_target_04_fast_take,UNH,2025-04-09,shared,1,1,146.09,146.09,0.00,0,0,0.00,0.00,0.00,34.000,34.000,0.049,-0.009
strategies.realized_target_04_fast_take,UNH,2025-04-10,shared,1,1,0.00,0.00,0.00,1,1,-536.93,-405.06,131.88,31.000,31.000,,
strategies.realized_target_04_fast_take,V,2025-01-03,shared,1,1,226.26,226.26,0.00,0,0,0.00,0.00,0.00,45.000,45.000,0.062,-0.037
strategies.realized_target_04_fast_take,V,2025-01-28,shared,1,1,175.67,175.67,0.00,0,0,0.00,0.00,0.00,48.000,48.000,0.053,-0.090
